F [Hz],"dP [hPa] 	"
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.155818,1.14
0.677746,0.9
1.992707,1.76
3.525068,2.86
5.479902,6.34
7.302011,10.11
8.611122,14.12
9.292433,18.57
9.436455,20.02
9.280838,20.549999
9.032699,20.129999
8.661758,18.33
8.202352,16.879999
7.809678,14.87
7.356805,13.74
7.00007,12.55
6.523643,10.95
6.239601,10.14
5.943772,8.88
5.636089,8.05
5.351743,7.1
4.970969,6.55
4.750086,5.87
4.511088,5.09
4.363002,4.86
4.171055,4.24
4.00621,3.85
3.866789,3.67
3.778147,3.5
3.702847,3.26
3.677057,3.24
3.592438,3.1
3.568879,3.05
3.528146,3.13
3.512058,3.09
3.481227,2.9
3.440091,3.03
3.444416,2.97
3.646884,2.99
3.961494,3.82
4.395943,4.42
4.752129,5.31
5.070171,6
5.265264,6.64
5.478751,6.97
5.954626,8.17
6.326111,9.03
6.589931,9.82
6.751348,10.71
6.833535,10.91
6.727406,10.95
6.877038,11.12
6.859652,11.07
6.755311,10.87
6.718431,10.9
6.731287,10.97
6.70114,10.87
6.729281,10.77
6.746337,10.83
6.724885,10.69
6.774379,10.61
6.772511,10.76
6.725919,10.66
6.751283,10.57
6.796556,10.76
6.819355,10.69
6.676777,10.61
6.696514,10.66
6.693366,10.6
6.646158,10.58
6.685131,10.5
6.664742,10.6
6.670987,10.64
6.76139,10.55
6.776773,10.63
6.724045,10.67
6.772315,10.67
6.757996,10.7
6.727664,10.77
6.695681,10.73
6.729669,10.68
6.830401,10.7
6.642753,10.57
6.637965,10.41
6.654245,10.58
6.772009,10.65
6.788801,10.61
6.747834,10.59
6.69005,10.76
6.713061,10.55
7.122888,10.76
7.706026,12.85
8.216476,14.59
8.645471,16.65
9.057698,17.9
9.30804,19.08
9.421224,20.110001
9.478134,20.48
9.316192,20.6
9.282945,20.08
9.140954,19.379999
8.919988,19.09
8.951839,18.83
8.927066,18.59
8.970039,18.559999
8.939836,18.59
9.054782,18.530001
8.972454,18.52
9.071575,18.549999
9.073771,18.58
9.084669,18.65
8.893369,18.690001
8.971739,18.5
8.95665,18.5
8.854259,18.610001
8.826558,18.48
8.93522,18.4
8.809505,18.49
8.875565,18.49
8.885116,18.459999
8.921049,18.540001
8.910538,18.59
9.010272,18.530001
8.917602,18.639999
8.950237,18.620001
8.945788,18.540001
8.995592,18.51
9.002521,18.549999
8.834876,18.51
8.956561,18.549999
9.008107,18.540001
8.983829,18.49
8.883975,18.48
9.006484,18.5
9.003511,18.49
8.972544,18.51
9.085402,18.52
9.105349,18.6
9.050502,18.559999
8.995413,18.6
8.994154,18.59
9.104059,18.42
9.474582,18.91
10.481581,21.200001
11.284713,25.93
11.877778,29.379999
12.125867,32.880001
11.803355,33.41
11.376329,30.85
11.125327,29.24
10.96383,28.08
10.990219,27.139999
11.08938,27.35
11.174546,28.09
11.248364,28.74
11.348162,29.41
11.484902,29.68
11.502426,29.709999
11.47074,29.82
11.359295,29.719999
11.539017,29.76
11.525203,29.59
11.543568,29.67
11.410433,29.66
11.402076,29.66
11.449746,29.68
11.424891,29.719999
11.379801,29.719999
11.244454,29.620001
11.474908,29.700001
11.512177,29.67
11.493483,29.58
11.412209,29.57
11.394241,29.559999
11.438048,29.559999
11.383275,29.67
11.355356,29.74
11.384453,29.6
11.29839,29.549999
11.369774,29.68
11.528224,29.629999
11.414548,29.610001
11.379623,29.610001
11.402154,29.58
11.344193,29.469999
11.445338,29.6
11.471837,29.530001
11.485971,29.620001
11.561585,29.610001
11.399437,29.639999
11.490181,29.59
11.495934,29.6
11.357887,29.629999
11.380125,29.620001
11.465858,29.620001
11.493813,29.629999
11.440814,29.559999
11.216593,29.6
11.368157,29.65
11.376564,29.59
12.143291,29.73
13.151714,34.700001
13.834643,39.450001
13.995381,43.68
14.082523,44.880001
13.785633,44.009998
13.433766,42.139999
13.10431,40.48
13.24247,39.200001
13.604252,39.860001
13.679459,41.369999
13.750565,42.130001
13.703457,42.540001
13.749214,42.709999
13.687957,42.82
13.81052,42.639999
13.783733,42.689999
13.780341,42.580002
13.784913,42.580002
13.783463,42.400002
13.736669,42.689999
13.771259,42.450001
13.794274,42.290001
13.716346,42.41
13.737207,42.549999
13.818972,42.419998
13.813927,42.439999
13.686948,42.529999
13.734242,42.509998
13.832898,42.490002
13.826342,42.630001
13.75938,42.619999
13.76476,42.41
13.834128,42.450001
13.734916,42.470001
13.809703,42.380001
13.765791,42.360001
13.769092,42.560001
13.762731,42.52
13.763407,42.419998
13.880733,42.32
13.78672,42.470001
13.701312,42.290001
13.673477,42.380001
13.77571,42.279999
13.741792,42.240002
13.733164,42.400002
13.716077,42.529999
13.719882,42.299999
13.699434,42.5
13.729933,42.540001
13.782648,42.240002
13.800864,42.380001
13.75205,42.540001
13.724817,42.459999
14.087625,42.43
15.095251,45.23
15.532021,50.18
16.024517,55.119999
16.076847,56.810001
16.337032,57.869999
16.060871,58.150002
16.10533,58.259998
16.16227,57.98
16.043638,57.869999
15.825602,57.810001
15.91264,57.709999
16.032225,57.669998
15.974919,57.700001
16.016977,57.639999
16.106464,57.669998
16.145472,57.740002
16.127569,57.639999
15.810589,57.509998
16.084929,57.580002
15.947533,57.540001
16.059742,57.34
15.968701,57.299999
16.00112,57.200001
16.025801,57.240002
15.945785,57.310001
16.030779,57.360001
16.055391,57.310001
16.04203,57.259998
15.975557,57.360001
16.028852,57.299999
15.961851,57.369999
16.015055,57.48
15.936255,57.459999
